#,hospital_id,name,address,contact_url,contact_number,apogee,apogee_elite
860,1776089864193,준앤민닥터포유의원,"서울특별시 송파구 양재대로 932, 업무동 5층 8,9,10,10-2호 (가락동)",http://www.dr4usp.co.kr,02-423-7575,,
861,1776089864194,중계우리들의원,"서울특별시 노원구 한글비석로 235, 하나프라자빌딩 401호,402호,403호 (중계동)",http://www.wooriclinic.net/index.asp,02-931-8270,,
865,1776089864214,지파이브(G5)연합의원,"서울특별시 송파구 충민로 52, 가든파이브웍스 3층 S305,S306호 (문정동)",http://g5clinic.com,02-2047-1133,,
867,1776089864224,차앤박피부과의원,"서울특별시 노원구 노해로 495, (상계동, 삼용빌딩)",http://www.cnpskin.com/hos/main.php?groupid=cnpskin18,02-933-0571,,
868,1776089864228,차이의원,"서울특별시 마포구 월드컵로3길 14, 303~305호 (합정동, 마포한강2차푸르지오)",https://chaiclinic.co.kr,02-6933-6626,,
873,1776089864235,참사랑의원,"서울특별시 중랑구 동일로 920, 묵동 4층 (묵동)",http://www.charmsarang.co.kr/,02-973-7542,,
877,1776089864243,채희재피부과의원,"서울특별시 은평구 서오릉로 140, 2층 (대조동)",http://www.skinchae.co.kr,02-385-3330,,
879,1776089864271,청담바롬의원,"서울특별시 용산구 백범로 341, (원효로1가)",https://www.varom.kr,02-3275-7900,,
880,1776089864274,청담보드레의원,"서울특별시 노원구 화랑로 441, 미라쉘 201호 (공릉동)",https://www.cd-bodre.com/,02-6737-7776,,
881,1776089864278,청담비엘의원,"서울특별시 동대문구 답십리로 273, 한양빌딩 3층 (장안동)",http://www.blclinic.co.kr,02-3394-7338,,
882,1776089864321,청담준의원,"서울특별시 중랑구 망우로 322, 201~204호 (상봉동, 상봉역 유보라 퍼스트리브&포스퀘어)",https://cdjuneclinic.com/,02-495-7500,,
883,1776089864339,청량리닥터에버스의원,"서울특별시 동대문구 왕산로 205, 동광빌딩 4층 일부, 5층 (청량리동)",https://evers28.co.kr,02-2039-3675,,
884,1776089864345,체인지미피부과의원,"서울특별시 강북구 도봉로 358, 코스타타워 203호 (번동)",http://www.change-me.com,02-998-9114,,
885,1776089864346,체인지업의원,"서울특별시 양천구 신목로 102, 201호 (목동, 대경프라자)",http://www.changeupclinic.com/,02-2637-7575,,
886,1776089864349,초이스피부과의원,"서울특별시 노원구 한글비석로 56, 미성아파트 미성상가동 3층 301호 (하계동)",http://skinchois.net,02-977-3744,,
892,1776089864364,카린의원,"서울특별시 중구 명동10길 18, 4층 (명동2가)",https://karinclinic.co.kr/,02-318-7730,,
893,1776089864367,커브라인의원,"서울특별시 중구 명동9가길 21, 2~5층층 (을지로2가)",https://curvelineclinic.com/,02-6954-2565,,
894,1776089864372,케이트의원,"서울특별시 마포구 양화로 148, 스칼렛빌딩 7층 (동교동)",http://www.wynnclinic.com,02-6952-1234,,
897,1776089864388,퀸즈성형외과의원,"서울특별시 노원구 동일로 1689, 203, 216호 (상계동, 하이베라스)",http://newqueensclinic.co.kr,02-937-0709,,
899,1776089864395,큐티스의원,"서울특별시 용산구 한강대로 95, B1층 157-1호 (한강로2가, 래미안용산 더 센트럴)",http://www.qtis.co.kr,02-6405-1110,,
902,1776089864404,클럽미즈라미체의원,"서울특별시 송파구 백제고분로7길 14, 태원빌딩 (잠실동)",http://www.lamiche.co.kr,02-422-9888,,
903,1776089864406,클레오르의원,"서울특별시 마포구 양화로 165, 4층 (동교동, 상진빌딩)",https://hongdae.cleorclinic.com/ko,02-3121-7556,,
904,1776089864410,클렌피부과의원,"서울특별시 송파구 양재대로 1222, (방이동, 올림픽프라자상가 326,327호)",http://www.cleneskin.co.kr,02-408-7676,,
906,1776089864413,클린앤미피부과의원,"서울특별시 마포구 월드컵북로 347, 6층 (상암동, 상암메디칼빌딩)",http://www.cleannmi.co.kr,02-307-3375,,
907,1776089864417,클린업피부과의원,"서울특별시 노원구 노해로 451, 청산빌딩 4층 (상계동)",https://www.upskinnw.co.kr,02-556-9070,,
908,1776089864420,클림의원명동점,"서울특별시 중구 명동길 43, 4,5층 (명동1가)",https://myeongdong.kleam.kr,-,,
909,1776089864421,클림의원홍대점,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 3층 전체호 (동교동)",https://kleam.kr,02-6953-4842,,
910,1776089864435,타토아의원,"서울특별시 노원구 노해로 485, 금정빌딩 5층,6층 (상계동)",https://tatoanw.co.kr,-2,,
911,1776089864437,탑메디피부과의원,"서울특별시 노원구 한글비석로 270, 스카이타워 4층 401,402호 (중계동)",http://www.topmediskin.com,932-0770,,
912,1776089864439,태미안 의원,"서울특별시 중랑구 망우로 305, 7층 (상봉동, 거암빌딩)",http://taemian.com,02-529-2871,,
914,1776089864443,테시토의원,"서울특별시 마포구 성지1길 39, 2,3층 (합정동)",https://www.tesito.co.kr,,,
915,1776089864449,톡스앤필의원,"서울특별시 송파구 송파대로 167, B동 310호 (문정동, 문정역테라타워)",https://www.toxnfill29.com,02-2054-8540,,
916,1776089864451,톡스앤필의원명동점,"서울특별시 중구 남대문로 84, 8층 (남대문로2가)",https://www.toxnfill35.com,02-318-5113,,
917,1776089864453,톤즈의원,"서울특별시 마포구 양화로 140, 6층 일부호 (동교동)",https://tonesclinic.com,02-6956-5588,,
918,1776089864456,톤즈의원,"서울특별시 중구 남대문로 90, 세미콜론명동 14층 (남대문로2가)",https://tonesclinic.com/myeongdong,02-6956-6789,,
919,1776089864457,톤즈의원,"서울특별시 송파구 송파대로 558, 월드타워빌딩 6층 (신천동)",https://tonesclinic.com/jamsil,02-6956-0156,,
920,1776089864459,트랜드성형외과의원,"서울특별시 중구 퇴계로 109, 14층 (충무로1가)",http://www.nose-777.com,02-3442-0009,,
921,1776089864460,트로이성형외과의원,"서울특별시 양천구 목동로 203, 6층 (신정동)",https://troyps.co.kr,1800-8630,,
922,1776089864462,트리에피부과의원,"서울특별시 성동구 매봉길 48, 201,202호 (옥수동)",http://trie.co.kr,02-6956-9963,,
923,1776089864463,트리옹프닥터의원,"서울특별시 중구 명동9길 16, 명동센트럴빌딩 2층 (명동1가)",http://www.triomphedr.com/,02-6237-7771,,
924,1776089864465,트윙클의원,"서울특별시 종로구 종로5길 13, 삼공빌딩 3층 (청진동)",https://www.twinkleclinic.co.kr,02-6931-7555,,
925,1776089864476,파스텔휴먼피부과의원,"서울특별시 성동구 왕십리로 410, L동 224,225,226호 (하왕십리동, 센트라스)",http://pastelskin.com/,02-6953-7771,,
926,1776089864478,파크뷰의원,"서울특별시 송파구 올림픽로 116, 메디씨티 빌딩 10층 (잠실동)",https://parkviewjs.com/,02-6952-3933,,
931,1776089864486,팡클리닉의원,"서울특별시 마포구 양화로 140, 9층 (동교동)",https://www.ppangclinic.com,02-6229-9090,,
933,1776089864489,퍼플의원,"서울특별시 송파구 백제고분로 91, LK 빌딩 3층 (잠실동)",https://www.purpleclinic.co.kr,02-421-0613,,
934,1776089864491,페이브피부과의원,"서울특별시 용산구 한강대로 69, 2층 217-1, 2호 (한강로2가, 용산푸르지오써밋)",https://faveclinic.com/,02-2039-1656,,
935,1776089864492,페이스피부과의원,"서울특별시 마포구 마포대로 73, SK허브그린 2층 201호 (도화동)",https://faceskin.co.kr/,02-6951-0888,,
938,1776089864498,포레나의원,"서울특별시 마포구 양화로 140, 7층 (동교동)",https://www.forenaclinic.com/,02-325-7979,,
940,1776089864506,포에버(FOREVER)의원,"서울특별시 마포구 마포대로 92, (도화동)",https://www.4-ever.co.kr/,02-1600-8345,,
942,1776089864514,포웰의원,"서울특별시 송파구 백제고분로 503, 유정빌딩 2,5층 (방이동)",http://www.sm-clinic.kr,02-2088-6550,,
946,1776089864524,풀페이스의원,"서울특별시 마포구 양화로 164, 유림빌딩 10층 (동교동)",http://fullface.co.kr/,02-332-2648,,
947,1776089864529,프라임의원,"서울특별시 동작구 상도로 174, 5층 (상도동)",http://primeskin.co.kr,02-826-2080,,
948,1776089864532,프로젝트 유 의원,"서울특별시 마포구 양화로 162, 6층 601호, 602호 (동교동)",https://www.projectuclinic.com/,02-2038-8910,,
950,1776089864536,프리미엘의원,"서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 203~204호 (상암동)",https://primiel.co.kr/,02-6384-7070,,
951,1776089864537,프리미엘의원,"서울특별시 종로구 새문안로3길 15, 동원빌딩 2층 (당주동)",https://primielclinic.co.kr/,02-6952-0277,,
952,1776089864538,프리미의원,"서울특별시 성동구 성수일로 52, 3층 (성수동2가)",https://primiclinic.com/,070-5029-5131,,
953,1776089864540,프리즘의원,"서울특별시 은평구 수색로 191, 두빌191 401호 (증산동)",https://prismclinic.co.kr/,02-6954-7700,,
954,1776089864541,플라워피부과의원,"서울특별시 양천구 공항대로 558, (목동)",http://www.flowerskin.co.kr/,02-2061-9553,,
956,1776089864547,플로레의원,"서울특별시 중구 명동10길 41, 6층 (충무로2가, 챔피온빌딩)",http://www.fulore.co.kr,777-7805,,
958,1776089864554,피아프의원,"서울특별시 송파구 올림픽로 82, 1층 101호 (잠실동)",https://piafmedical.com/ko,0507-1319-8884,,
959,1776089864559,피엘의원,"서울특별시 용산구 서빙고로 17, 용산센트럴파크해링턴스퀘어 2층 53,54,55,56호 (한강로3가)",https://pielclinic.co.kr/,,,
960,1776089864564,필그린피부과의원,"서울특별시 마포구 마포대로24길 56, 2층 (아현동, 보령빌딩)",http://www.feel-green.co.kr/index.html,02-362-7582,,
967,1776089864587,하얀나라피부과의원,"서울특별시 동대문구 전농로 102, 201호 (답십리동)",http://www.hayan-hayan.co.kr/,02-2244-7582,,
969,1776089864590,하예의원,"서울특별시 용산구 독서당로 80, 대정빌딩 1,2층 (한남동)",https://www.hayeclinic.com/,02-797-0727,,
971,1776089864600,하트웰의원,"서울특별시 동작구 동작대로 139, (사당동)",https://www.heartwell.co.kr/,02-461-8080,,
975,1776089864610,한마음가정의원,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",http://hanmaumclinic.com/,02-907-4002,,
981,1776089864622,한사랑의원,"서울특별시 중구 장충단로 201, 지혜빌딩 지하1, 지상3,4층 (장충동1가)",http://hsrclinic.net,02-2277-4707,,
982,1776089864624,한사랑의원,"서울특별시 마포구 만리재로 133, 3층 (아현동)",http://han-sarang.co.kr/,02-363-9114,,
984,1776089864626,한사랑의원,"서울특별시 송파구 올림픽로 435, (신천동, 파크리오B상가 307호)",http://hansarang365ds.co.kr/,02-423-5334,,
990,1776089864639,해피메디의원,"서울특별시 중구 통일로 86, 2층 205호 (순화동, 바비엥3빌딩)",http://happymedi.net,02-775-6100,,
996,1776089864648,행복한피부과의원,"서울특별시 노원구 동일로 1401, 상아빌딩 지상5층 (상계동)",http://www.happyskin.co.kr,02-932-2255,,
1002,1776089864658,헤세드의원,"서울특별시 종로구 새문안로 15-1, 7층 (평동)",https://www.hessedclinic.com,02-737-0191,,
1003,1776089864661,헤이데이의원명동점,"서울특별시 중구 남대문로 90, 명동N빌딩 7층 (남대문로2가)",https://heydayclinic2.com/,02-6263-0302,,
1007,1776089864669,현대중앙의원,"서울특별시 동대문구 사가정로 110, 1,2층 (전농동)",www.hdclinic.kr/,02-2244-9600,,
1011,1776089864675,혜성플러스의원,"서울특별시 동대문구 장한로 14, 1,2,3층 (장안동)",www.hsplus-im.co.kr/,02-2244-6356,,
1014,1776089864679,호수의원,"서울특별시 용산구 독서당로 85, 3층 (한남동)",http://m.hosooclinic.com/,02-792-0506,,
1016,1776089864683,홍대 닥터쁘띠의원,"서울특별시 마포구 양화로 151, 8층 (동교동)",https://www.doctorpetit09.com/,02-3144-7885,,
1017,1776089864684,홍대고운세상피부과의원,"서울특별시 마포구 월드컵로1길 14, 딜라이트스퀘어 A동 2층 202, 203호 (합정동, 마포 한강 푸르지오)",http://www.beautyforever.co.kr,3143-3822,X,X
1020,1776089864687,홍대셀레나의원,"서울특별시 마포구 양화로 162, 9층 (동교동)",https://selenaskin.com/,02-332-8808,o,
1021,1776089864688,홍대아이디의원,"서울특별시 마포구 양화로 140, 10층 (동교동)",https://hd.idclinic.co.kr/,,o,
1023,1776089864690,홍대톡스앤필의원,"서울특별시 마포구 양화로 162, 11층, 12층 (동교동)",https://www.toxnfill50.com,02-332-4842,,
1026,1776089864697,홍피부과의원,"서울특별시 송파구 석촌호수로 118, 잠실청호빌딩 4~5층 (잠실동)",http://www.hongskin.co.kr/,02-412-9396,,
1027,1776089864703,화인통증의학과의원,"서울특별시 중구 퇴계로 447, 2층 217호 (황학동, 황학 아크로타워)",http://m.fine-mc.com/,02-2237-7525,,
1029,1776089864705,활짝피움의원,"서울특별시 성동구 왕십리로 410, 센트라스상가 L동 3층 311, 312호 (하왕십리동, 센트라스)",http://hphium.com/m/,02-2291-3400,,
1031,1776089864710,휴먼피부과의원,"서울특별시 은평구 통일로 739, 2층 (대조동, 오산상가)",http://www.humanep.co.kr/,02-352-9888,,
1032,1776089864712,휴먼피부과의원,"서울특별시 용산구 서빙고로 17, 센트럴파크 몰동 2층 203호 ~208호, 2017호, 2018호 (한강로3가)",http://yshuman.co.kr,02-792-8555,,
1033,1776089864714,휴먼피부과의원,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 306,307호 (신천동)",https://jamsilhuman.com,02-419-0777,,
1034,1776089864715,휴앤미의원,"서울특별시 양천구 오목로 231, 지하1층 (신정동)",https://www.huenme.com/,02-2606-8857,,
1035,1776089864716,휴킨스피부과의원,"서울특별시 노원구 동일로204가길 34, 씨앤미복합빌딩 252호~260호 (중계동)",http://www.hukins.co.kr/,02-977-6447,,
1038,1776089864727,뉴스타트병원,"서울특별시 송파구 송이로 76, 뉴스타트병원 (가락동)",http://new-start.co.kr,02-407-7700,,
1040,1776089864732,서울병원,"서울특별시 송파구 오금로 290, (가락동)",https://seoulmedicalcenter.co.kr/,02-405-8500,,
1041,1776089864733,서울연세병원,"서울특별시 마포구 토정로 271, 대현빌딩 지하1층,지상2~6층 (용강동)",http://www.syshand.com,02-2293-7582,,
1042,1776089864734,영동병원,"서울특별시 동대문구 한천로 4, (장안동,외1필지(413-8))",www.ydh2002.com/,02-469-0019,,
1044,1776089864753,공봉택성형외과의원,"서울특별시 노원구 노해로 490, 303호 (상계동, 길빌딩)",http://pskong.co.kr/,02-932-6767,,
1045,1776089864755,국원석성형외과의원,"서울특별시 마포구 양화로 152, 5층 (동교동, 대화빌딩)",http://www.drkook.co.kr/,322-9922,,
1047,1776089864767,김동진성형외과의원,"서울특별시 중구 명동길 36-1, 4층 (명동2가, 삼호빌딩)",http://www.djclinic.com,02-753-7383,,
1049,1776089864777,네오성형외과의원,"서울특별시 송파구 가락로18길 8, 2,3층 (송파동)",https://www.neops.co.kr/,02-3443-6363,,
1050,1776089864783,노정식성형외과의원,"서울특별시 중구 명동8길 40, 3층 (충무로1가)",http://rhodoctor.co.kr,778-7933,,
1051,1776089864793,담스의원,"서울특별시 중구 다산로 112, 담스빌딩 3층 (신당동)",http://www.dams.co.kr,2233-3438,,
1053,1776089864804,도도성형외과의원,"서울특별시 동대문구 천호대로 425, 3층 (장안동)",http://www.dodobeauty.com/,02-2213-3377,,
1054,1776089864822,로제성형외과의원,"서울특별시 은평구 통일로 857, 5호 (갈현동)",http://www.irosee.co.kr/,02-359-1255,,
1055,1776089864834,리안성형외과의원,"서울특별시 노원구 동일로 1402, 4층 (상계동, 기업빌딩)",https://www.reanclinic.co.kr/,02-932-9753,,
1059,1776089864923,스마트성형외과의원,"서울특별시 마포구 마포대로 109, 3층 (공덕동, 롯데캐슬프레지던트)",http://www.smartps.co.kr,6009-1122,,
1060,1776089864927,스텔라의원,"서울특별시 양천구 오목로 350, 6층 (목동, 썬택씨티빌딩)",http://stellaclinic.co.kr/,02-2655-2822,,
1061,1776089864933,아름다운성형외과의원,"서울특별시 은평구 연서로 246, 7층 (불광동)",http://www.pretty2u.co.kr/,02-355-4888,,
1062,1776089864961,안호범안스성형외과의원,"서울특별시 노원구 노해로 460, 현대증권빌딩 2층 201호, 10층 1001호 (상계동)",http://doctorahn114.co.kr/,932-2222,,
1063,1776089864980,엔유성형외과의원,"서울특별시 은평구 은평로 121, 12층 (응암동)",https://www.nuplasticsurgery.com,02-359-0120,,
1064,1776089865033,윤앤정와이앤제이성형외과의원,"서울특별시 노원구 노해로 492, 3층 301호,302호 (상계동, 프린스빌딩)",http://hiynj.com,02-933-7788,,
1065,1776089865035,윤정섭성형외과의원,"서울특별시 마포구 신촌로 174, 4층 (대흥동, 중우빌딩)",https://www.yoonbeauty.com/,02-717-3525,,
1068,1776089865081,지인성형외과의원,"서울특별시 송파구 올림픽로 100, (잠실동, 3층)",http://www.jiinps.com,02-425-1888,,
1069,1776089865082,지혜로운의원,"서울특별시 강북구 도봉로 52, 연이빌딩 11층 (미아동)",http://wiseclinic.co.kr/,02-6733-7820,,
1070,1776089865096,최성호성형외과의원,"서울특별시 성동구 왕십리로 309, 왕십리역이스타빌 403호 (행당동)",http://cscs.co.kr,02-2297-0056,,
1071,1776089865101,카라성형외과의원,"서울특별시 종로구 대학로 149, 2층 (혜화동)",http://www.caraps.co.kr/,02-742-3939,,
